local_filename,family_id,family_label,prompt_id,prompt_label,prompt_slot,seed,seed_slot,denoise,intended_prompt,actual_prompt,intended_cfg,actual_cfg,intended_steps,actual_steps,intended_denoise,actual_denoise,intended_sampler_name,actual_sampler_name,intended_scheduler,actual_scheduler,intended_seed,actual_seed,metadata_ok,matches_intended,mismatch_summary
unconditioned__unconditioned-04__dn100__slot03__seed327312407480077.flac,unconditioned,Unconditioned,unconditioned-04,Unconditioned slot 4,4,327312407480077,3,1.0,,,0.0,0.0,60,60,1.0,1.0,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,327312407480077,327312407480077,True,True,
unconditioned__unconditioned-04__dn070__slot03__seed327312407480077.flac,unconditioned,Unconditioned,unconditioned-04,Unconditioned slot 4,4,327312407480077,3,0.7,,,0.0,0.0,60,60,0.7,0.7,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,327312407480077,327312407480077,True,True,
unconditioned__unconditioned-04__dn055__slot03__seed327312407480077.flac,unconditioned,Unconditioned,unconditioned-04,Unconditioned slot 4,4,327312407480077,3,0.55,,,0.0,0.0,60,60,0.55,0.55,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,327312407480077,327312407480077,True,True,
unconditioned__unconditioned-04__dn040__slot03__seed327312407480077.flac,unconditioned,Unconditioned,unconditioned-04,Unconditioned slot 4,4,327312407480077,3,0.4,,,0.0,0.0,60,60,0.4,0.4,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,327312407480077,327312407480077,True,True,
unconditioned__unconditioned-04__dn100__slot04__seed476864878317074.flac,unconditioned,Unconditioned,unconditioned-04,Unconditioned slot 4,4,476864878317074,4,1.0,,,0.0,0.0,60,60,1.0,1.0,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,476864878317074,476864878317074,True,True,
unconditioned__unconditioned-04__dn070__slot04__seed476864878317074.flac,unconditioned,Unconditioned,unconditioned-04,Unconditioned slot 4,4,476864878317074,4,0.7,,,0.0,0.0,60,60,0.7,0.7,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,476864878317074,476864878317074,True,True,
unconditioned__unconditioned-04__dn055__slot04__seed476864878317074.flac,unconditioned,Unconditioned,unconditioned-04,Unconditioned slot 4,4,476864878317074,4,0.55,,,0.0,0.0,60,60,0.55,0.55,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,476864878317074,476864878317074,True,True,
unconditioned__unconditioned-04__dn040__slot04__seed476864878317074.flac,unconditioned,Unconditioned,unconditioned-04,Unconditioned slot 4,4,476864878317074,4,0.4,,,0.0,0.0,60,60,0.4,0.4,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,476864878317074,476864878317074,True,True,
unconditioned__unconditioned-04__dn100__slot05__seed916589050477114.flac,unconditioned,Unconditioned,unconditioned-04,Unconditioned slot 4,4,916589050477114,5,1.0,,,0.0,0.0,60,60,1.0,1.0,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,916589050477114,916589050477114,True,True,
unconditioned__unconditioned-04__dn070__slot05__seed916589050477114.flac,unconditioned,Unconditioned,unconditioned-04,Unconditioned slot 4,4,916589050477114,5,0.7,,,0.0,0.0,60,60,0.7,0.7,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,916589050477114,916589050477114,True,True,
unconditioned__unconditioned-04__dn055__slot05__seed916589050477114.flac,unconditioned,Unconditioned,unconditioned-04,Unconditioned slot 4,4,916589050477114,5,0.55,,,0.0,0.0,60,60,0.55,0.55,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,916589050477114,916589050477114,True,True,
unconditioned__unconditioned-04__dn040__slot05__seed916589050477114.flac,unconditioned,Unconditioned,unconditioned-04,Unconditioned slot 4,4,916589050477114,5,0.4,,,0.0,0.0,60,60,0.4,0.4,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,916589050477114,916589050477114,True,True,
unconditioned__unconditioned-04__dn100__slot06__seed576220339838781.flac,unconditioned,Unconditioned,unconditioned-04,Unconditioned slot 4,4,576220339838781,6,1.0,,,0.0,0.0,60,60,1.0,1.0,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,576220339838781,576220339838781,True,True,
unconditioned__unconditioned-04__dn070__slot06__seed576220339838781.flac,unconditioned,Unconditioned,unconditioned-04,Unconditioned slot 4,4,576220339838781,6,0.7,,,0.0,0.0,60,60,0.7,0.7,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,576220339838781,576220339838781,True,True,
unconditioned__unconditioned-04__dn055__slot06__seed576220339838781.flac,unconditioned,Unconditioned,unconditioned-04,Unconditioned slot 4,4,576220339838781,6,0.55,,,0.0,0.0,60,60,0.55,0.55,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,576220339838781,576220339838781,True,True,
unconditioned__unconditioned-04__dn040__slot06__seed576220339838781.flac,unconditioned,Unconditioned,unconditioned-04,Unconditioned slot 4,4,576220339838781,6,0.4,,,0.0,0.0,60,60,0.4,0.4,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,576220339838781,576220339838781,True,True,
unconditioned__unconditioned-05__dn100__slot01__seed845291948846361.flac,unconditioned,Unconditioned,unconditioned-05,Unconditioned slot 5,5,845291948846361,1,1.0,,,0.0,0.0,60,60,1.0,1.0,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,845291948846361,845291948846361,True,True,
unconditioned__unconditioned-05__dn070__slot01__seed845291948846361.flac,unconditioned,Unconditioned,unconditioned-05,Unconditioned slot 5,5,845291948846361,1,0.7,,,0.0,0.0,60,60,0.7,0.7,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,845291948846361,845291948846361,True,True,
unconditioned__unconditioned-05__dn055__slot01__seed845291948846361.flac,unconditioned,Unconditioned,unconditioned-05,Unconditioned slot 5,5,845291948846361,1,0.55,,,0.0,0.0,60,60,0.55,0.55,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,845291948846361,845291948846361,True,True,
unconditioned__unconditioned-05__dn040__slot01__seed845291948846361.flac,unconditioned,Unconditioned,unconditioned-05,Unconditioned slot 5,5,845291948846361,1,0.4,,,0.0,0.0,60,60,0.4,0.4,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,845291948846361,845291948846361,True,True,
unconditioned__unconditioned-05__dn100__slot02__seed710378140300593.flac,unconditioned,Unconditioned,unconditioned-05,Unconditioned slot 5,5,710378140300593,2,1.0,,,0.0,0.0,60,60,1.0,1.0,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,710378140300593,710378140300593,True,True,
unconditioned__unconditioned-05__dn070__slot02__seed710378140300593.flac,unconditioned,Unconditioned,unconditioned-05,Unconditioned slot 5,5,710378140300593,2,0.7,,,0.0,0.0,60,60,0.7,0.7,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,710378140300593,710378140300593,True,True,
unconditioned__unconditioned-05__dn055__slot02__seed710378140300593.flac,unconditioned,Unconditioned,unconditioned-05,Unconditioned slot 5,5,710378140300593,2,0.55,,,0.0,0.0,60,60,0.55,0.55,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,710378140300593,710378140300593,True,True,
unconditioned__unconditioned-05__dn040__slot02__seed710378140300593.flac,unconditioned,Unconditioned,unconditioned-05,Unconditioned slot 5,5,710378140300593,2,0.4,,,0.0,0.0,60,60,0.4,0.4,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,710378140300593,710378140300593,True,True,
unconditioned__unconditioned-05__dn100__slot03__seed554159517989115.flac,unconditioned,Unconditioned,unconditioned-05,Unconditioned slot 5,5,554159517989115,3,1.0,,,0.0,0.0,60,60,1.0,1.0,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,554159517989115,554159517989115,True,True,
unconditioned__unconditioned-05__dn070__slot03__seed554159517989115.flac,unconditioned,Unconditioned,unconditioned-05,Unconditioned slot 5,5,554159517989115,3,0.7,,,0.0,0.0,60,60,0.7,0.7,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,554159517989115,554159517989115,True,True,
unconditioned__unconditioned-05__dn055__slot03__seed554159517989115.flac,unconditioned,Unconditioned,unconditioned-05,Unconditioned slot 5,5,554159517989115,3,0.55,,,0.0,0.0,60,60,0.55,0.55,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,554159517989115,554159517989115,True,True,
unconditioned__unconditioned-05__dn040__slot03__seed554159517989115.flac,unconditioned,Unconditioned,unconditioned-05,Unconditioned slot 5,5,554159517989115,3,0.4,,,0.0,0.0,60,60,0.4,0.4,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,554159517989115,554159517989115,True,True,
unconditioned__unconditioned-05__dn100__slot04__seed499548161013021.flac,unconditioned,Unconditioned,unconditioned-05,Unconditioned slot 5,5,499548161013021,4,1.0,,,0.0,0.0,60,60,1.0,1.0,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,499548161013021,499548161013021,True,True,
unconditioned__unconditioned-05__dn070__slot04__seed499548161013021.flac,unconditioned,Unconditioned,unconditioned-05,Unconditioned slot 5,5,499548161013021,4,0.7,,,0.0,0.0,60,60,0.7,0.7,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,499548161013021,499548161013021,True,True,
unconditioned__unconditioned-05__dn055__slot04__seed499548161013021.flac,unconditioned,Unconditioned,unconditioned-05,Unconditioned slot 5,5,499548161013021,4,0.55,,,0.0,0.0,60,60,0.55,0.55,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,499548161013021,499548161013021,True,True,
unconditioned__unconditioned-05__dn040__slot04__seed499548161013021.flac,unconditioned,Unconditioned,unconditioned-05,Unconditioned slot 5,5,499548161013021,4,0.4,,,0.0,0.0,60,60,0.4,0.4,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,499548161013021,499548161013021,True,True,
unconditioned__unconditioned-05__dn100__slot05__seed799177406954422.flac,unconditioned,Unconditioned,unconditioned-05,Unconditioned slot 5,5,799177406954422,5,1.0,,,0.0,0.0,60,60,1.0,1.0,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,799177406954422,799177406954422,True,True,
unconditioned__unconditioned-05__dn070__slot05__seed799177406954422.flac,unconditioned,Unconditioned,unconditioned-05,Unconditioned slot 5,5,799177406954422,5,0.7,,,0.0,0.0,60,60,0.7,0.7,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,799177406954422,799177406954422,True,True,
unconditioned__unconditioned-05__dn055__slot05__seed799177406954422.flac,unconditioned,Unconditioned,unconditioned-05,Unconditioned slot 5,5,799177406954422,5,0.55,,,0.0,0.0,60,60,0.55,0.55,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,799177406954422,799177406954422,True,True,
unconditioned__unconditioned-05__dn040__slot05__seed799177406954422.flac,unconditioned,Unconditioned,unconditioned-05,Unconditioned slot 5,5,799177406954422,5,0.4,,,0.0,0.0,60,60,0.4,0.4,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,799177406954422,799177406954422,True,True,
unconditioned__unconditioned-05__dn100__slot06__seed755127694752658.flac,unconditioned,Unconditioned,unconditioned-05,Unconditioned slot 5,5,755127694752658,6,1.0,,,0.0,0.0,60,60,1.0,1.0,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,755127694752658,755127694752658,True,True,
unconditioned__unconditioned-05__dn070__slot06__seed755127694752658.flac,unconditioned,Unconditioned,unconditioned-05,Unconditioned slot 5,5,755127694752658,6,0.7,,,0.0,0.0,60,60,0.7,0.7,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,755127694752658,755127694752658,True,True,
unconditioned__unconditioned-05__dn055__slot06__seed755127694752658.flac,unconditioned,Unconditioned,unconditioned-05,Unconditioned slot 5,5,755127694752658,6,0.55,,,0.0,0.0,60,60,0.55,0.55,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,755127694752658,755127694752658,True,True,
unconditioned__unconditioned-05__dn040__slot06__seed755127694752658.flac,unconditioned,Unconditioned,unconditioned-05,Unconditioned slot 5,5,755127694752658,6,0.4,,,0.0,0.0,60,60,0.4,0.4,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,755127694752658,755127694752658,True,True,
