local_filename,family_id,family_label,prompt_id,prompt_label,prompt_slot,seed,seed_slot,denoise,intended_prompt,actual_prompt,intended_cfg,actual_cfg,intended_steps,actual_steps,intended_denoise,actual_denoise,intended_sampler_name,actual_sampler_name,intended_scheduler,actual_scheduler,intended_seed,actual_seed,metadata_ok,matches_intended,mismatch_summary
abstract__abstract-02__dn070__slot02__seed758282017860344.flac,abstract,Abstract,abstract-02,Cosmic infoldings,2,758282017860344,2,0.7,Cosmic infoldings,Cosmic infoldings,8.0,8.0,60,60,0.7,0.7,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,758282017860344,758282017860344,True,True,
abstract__abstract-02__dn055__slot02__seed758282017860344.flac,abstract,Abstract,abstract-02,Cosmic infoldings,2,758282017860344,2,0.55,Cosmic infoldings,Cosmic infoldings,8.0,8.0,60,60,0.55,0.55,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,758282017860344,758282017860344,True,True,
abstract__abstract-02__dn040__slot02__seed758282017860344.flac,abstract,Abstract,abstract-02,Cosmic infoldings,2,758282017860344,2,0.4,Cosmic infoldings,Cosmic infoldings,8.0,8.0,60,60,0.4,0.4,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,758282017860344,758282017860344,True,True,
abstract__abstract-02__dn100__slot03__seed510094380489408.flac,abstract,Abstract,abstract-02,Cosmic infoldings,2,510094380489408,3,1.0,Cosmic infoldings,Cosmic infoldings,8.0,8.0,60,60,1.0,1.0,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,510094380489408,510094380489408,True,True,
abstract__abstract-02__dn070__slot03__seed510094380489408.flac,abstract,Abstract,abstract-02,Cosmic infoldings,2,510094380489408,3,0.7,Cosmic infoldings,Cosmic infoldings,8.0,8.0,60,60,0.7,0.7,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,510094380489408,510094380489408,True,True,
abstract__abstract-02__dn055__slot03__seed510094380489408.flac,abstract,Abstract,abstract-02,Cosmic infoldings,2,510094380489408,3,0.55,Cosmic infoldings,Cosmic infoldings,8.0,8.0,60,60,0.55,0.55,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,510094380489408,510094380489408,True,True,
abstract__abstract-02__dn040__slot03__seed510094380489408.flac,abstract,Abstract,abstract-02,Cosmic infoldings,2,510094380489408,3,0.4,Cosmic infoldings,Cosmic infoldings,8.0,8.0,60,60,0.4,0.4,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,510094380489408,510094380489408,True,True,
abstract__abstract-02__dn100__slot04__seed959546376485544.flac,abstract,Abstract,abstract-02,Cosmic infoldings,2,959546376485544,4,1.0,Cosmic infoldings,Cosmic infoldings,8.0,8.0,60,60,1.0,1.0,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,959546376485544,959546376485544,True,True,
abstract__abstract-02__dn070__slot04__seed959546376485544.flac,abstract,Abstract,abstract-02,Cosmic infoldings,2,959546376485544,4,0.7,Cosmic infoldings,Cosmic infoldings,8.0,8.0,60,60,0.7,0.7,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,959546376485544,959546376485544,True,True,
abstract__abstract-02__dn055__slot04__seed959546376485544.flac,abstract,Abstract,abstract-02,Cosmic infoldings,2,959546376485544,4,0.55,Cosmic infoldings,Cosmic infoldings,8.0,8.0,60,60,0.55,0.55,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,959546376485544,959546376485544,True,True,
abstract__abstract-02__dn040__slot04__seed959546376485544.flac,abstract,Abstract,abstract-02,Cosmic infoldings,2,959546376485544,4,0.4,Cosmic infoldings,Cosmic infoldings,8.0,8.0,60,60,0.4,0.4,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,959546376485544,959546376485544,True,True,
abstract__abstract-02__dn100__slot05__seed844919671624663.flac,abstract,Abstract,abstract-02,Cosmic infoldings,2,844919671624663,5,1.0,Cosmic infoldings,Cosmic infoldings,8.0,8.0,60,60,1.0,1.0,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,844919671624663,844919671624663,True,True,
abstract__abstract-02__dn070__slot05__seed844919671624663.flac,abstract,Abstract,abstract-02,Cosmic infoldings,2,844919671624663,5,0.7,Cosmic infoldings,Cosmic infoldings,8.0,8.0,60,60,0.7,0.7,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,844919671624663,844919671624663,True,True,
abstract__abstract-02__dn055__slot05__seed844919671624663.flac,abstract,Abstract,abstract-02,Cosmic infoldings,2,844919671624663,5,0.55,Cosmic infoldings,Cosmic infoldings,8.0,8.0,60,60,0.55,0.55,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,844919671624663,844919671624663,True,True,
abstract__abstract-02__dn040__slot05__seed844919671624663.flac,abstract,Abstract,abstract-02,Cosmic infoldings,2,844919671624663,5,0.4,Cosmic infoldings,Cosmic infoldings,8.0,8.0,60,60,0.4,0.4,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,844919671624663,844919671624663,True,True,
abstract__abstract-02__dn100__slot06__seed754560758249331.flac,abstract,Abstract,abstract-02,Cosmic infoldings,2,754560758249331,6,1.0,Cosmic infoldings,Cosmic infoldings,8.0,8.0,60,60,1.0,1.0,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,754560758249331,754560758249331,True,True,
abstract__abstract-02__dn070__slot06__seed754560758249331.flac,abstract,Abstract,abstract-02,Cosmic infoldings,2,754560758249331,6,0.7,Cosmic infoldings,Cosmic infoldings,8.0,8.0,60,60,0.7,0.7,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,754560758249331,754560758249331,True,True,
abstract__abstract-02__dn055__slot06__seed754560758249331.flac,abstract,Abstract,abstract-02,Cosmic infoldings,2,754560758249331,6,0.55,Cosmic infoldings,Cosmic infoldings,8.0,8.0,60,60,0.55,0.55,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,754560758249331,754560758249331,True,True,
abstract__abstract-02__dn040__slot06__seed754560758249331.flac,abstract,Abstract,abstract-02,Cosmic infoldings,2,754560758249331,6,0.4,Cosmic infoldings,Cosmic infoldings,8.0,8.0,60,60,0.4,0.4,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,754560758249331,754560758249331,True,True,
abstract__abstract-03__dn100__slot01__seed549384717397659.flac,abstract,Abstract,abstract-03,Colliding blackholes,3,549384717397659,1,1.0,Colliding blackholes,Colliding blackholes,8.0,8.0,60,60,1.0,1.0,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,549384717397659,549384717397659,True,True,
abstract__abstract-03__dn070__slot01__seed549384717397659.flac,abstract,Abstract,abstract-03,Colliding blackholes,3,549384717397659,1,0.7,Colliding blackholes,Colliding blackholes,8.0,8.0,60,60,0.7,0.7,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,549384717397659,549384717397659,True,True,
abstract__abstract-03__dn055__slot01__seed549384717397659.flac,abstract,Abstract,abstract-03,Colliding blackholes,3,549384717397659,1,0.55,Colliding blackholes,Colliding blackholes,8.0,8.0,60,60,0.55,0.55,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,549384717397659,549384717397659,True,True,
abstract__abstract-03__dn040__slot01__seed549384717397659.flac,abstract,Abstract,abstract-03,Colliding blackholes,3,549384717397659,1,0.4,Colliding blackholes,Colliding blackholes,8.0,8.0,60,60,0.4,0.4,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,549384717397659,549384717397659,True,True,
abstract__abstract-03__dn100__slot02__seed104602413208802.flac,abstract,Abstract,abstract-03,Colliding blackholes,3,104602413208802,2,1.0,Colliding blackholes,Colliding blackholes,8.0,8.0,60,60,1.0,1.0,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,104602413208802,104602413208802,True,True,
abstract__abstract-03__dn070__slot02__seed104602413208802.flac,abstract,Abstract,abstract-03,Colliding blackholes,3,104602413208802,2,0.7,Colliding blackholes,Colliding blackholes,8.0,8.0,60,60,0.7,0.7,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,104602413208802,104602413208802,True,True,
abstract__abstract-03__dn055__slot02__seed104602413208802.flac,abstract,Abstract,abstract-03,Colliding blackholes,3,104602413208802,2,0.55,Colliding blackholes,Colliding blackholes,8.0,8.0,60,60,0.55,0.55,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,104602413208802,104602413208802,True,True,
abstract__abstract-03__dn040__slot02__seed104602413208802.flac,abstract,Abstract,abstract-03,Colliding blackholes,3,104602413208802,2,0.4,Colliding blackholes,Colliding blackholes,8.0,8.0,60,60,0.4,0.4,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,104602413208802,104602413208802,True,True,
abstract__abstract-03__dn100__slot03__seed247385422446336.flac,abstract,Abstract,abstract-03,Colliding blackholes,3,247385422446336,3,1.0,Colliding blackholes,Colliding blackholes,8.0,8.0,60,60,1.0,1.0,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,247385422446336,247385422446336,True,True,
abstract__abstract-03__dn070__slot03__seed247385422446336.flac,abstract,Abstract,abstract-03,Colliding blackholes,3,247385422446336,3,0.7,Colliding blackholes,Colliding blackholes,8.0,8.0,60,60,0.7,0.7,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,247385422446336,247385422446336,True,True,
abstract__abstract-03__dn055__slot03__seed247385422446336.flac,abstract,Abstract,abstract-03,Colliding blackholes,3,247385422446336,3,0.55,Colliding blackholes,Colliding blackholes,8.0,8.0,60,60,0.55,0.55,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,247385422446336,247385422446336,True,True,
abstract__abstract-03__dn040__slot03__seed247385422446336.flac,abstract,Abstract,abstract-03,Colliding blackholes,3,247385422446336,3,0.4,Colliding blackholes,Colliding blackholes,8.0,8.0,60,60,0.4,0.4,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,247385422446336,247385422446336,True,True,
abstract__abstract-03__dn100__slot04__seed226397792656353.flac,abstract,Abstract,abstract-03,Colliding blackholes,3,226397792656353,4,1.0,Colliding blackholes,Colliding blackholes,8.0,8.0,60,60,1.0,1.0,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,226397792656353,226397792656353,True,True,
abstract__abstract-03__dn070__slot04__seed226397792656353.flac,abstract,Abstract,abstract-03,Colliding blackholes,3,226397792656353,4,0.7,Colliding blackholes,Colliding blackholes,8.0,8.0,60,60,0.7,0.7,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,226397792656353,226397792656353,True,True,
abstract__abstract-03__dn055__slot04__seed226397792656353.flac,abstract,Abstract,abstract-03,Colliding blackholes,3,226397792656353,4,0.55,Colliding blackholes,Colliding blackholes,8.0,8.0,60,60,0.55,0.55,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,226397792656353,226397792656353,True,True,
abstract__abstract-03__dn040__slot04__seed226397792656353.flac,abstract,Abstract,abstract-03,Colliding blackholes,3,226397792656353,4,0.4,Colliding blackholes,Colliding blackholes,8.0,8.0,60,60,0.4,0.4,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,226397792656353,226397792656353,True,True,
abstract__abstract-03__dn100__slot05__seed995575270598493.flac,abstract,Abstract,abstract-03,Colliding blackholes,3,995575270598493,5,1.0,Colliding blackholes,Colliding blackholes,8.0,8.0,60,60,1.0,1.0,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,995575270598493,995575270598493,True,True,
abstract__abstract-03__dn070__slot05__seed995575270598493.flac,abstract,Abstract,abstract-03,Colliding blackholes,3,995575270598493,5,0.7,Colliding blackholes,Colliding blackholes,8.0,8.0,60,60,0.7,0.7,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,995575270598493,995575270598493,True,True,
abstract__abstract-03__dn055__slot05__seed995575270598493.flac,abstract,Abstract,abstract-03,Colliding blackholes,3,995575270598493,5,0.55,Colliding blackholes,Colliding blackholes,8.0,8.0,60,60,0.55,0.55,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,995575270598493,995575270598493,True,True,
abstract__abstract-03__dn040__slot05__seed995575270598493.flac,abstract,Abstract,abstract-03,Colliding blackholes,3,995575270598493,5,0.4,Colliding blackholes,Colliding blackholes,8.0,8.0,60,60,0.4,0.4,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,995575270598493,995575270598493,True,True,
abstract__abstract-03__dn100__slot06__seed526088629548919.flac,abstract,Abstract,abstract-03,Colliding blackholes,3,526088629548919,6,1.0,Colliding blackholes,Colliding blackholes,8.0,8.0,60,60,1.0,1.0,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,526088629548919,526088629548919,True,True,
abstract__abstract-03__dn070__slot06__seed526088629548919.flac,abstract,Abstract,abstract-03,Colliding blackholes,3,526088629548919,6,0.7,Colliding blackholes,Colliding blackholes,8.0,8.0,60,60,0.7,0.7,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,526088629548919,526088629548919,True,True,
abstract__abstract-03__dn055__slot06__seed526088629548919.flac,abstract,Abstract,abstract-03,Colliding blackholes,3,526088629548919,6,0.55,Colliding blackholes,Colliding blackholes,8.0,8.0,60,60,0.55,0.55,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,526088629548919,526088629548919,True,True,
abstract__abstract-03__dn040__slot06__seed526088629548919.flac,abstract,Abstract,abstract-03,Colliding blackholes,3,526088629548919,6,0.4,Colliding blackholes,Colliding blackholes,8.0,8.0,60,60,0.4,0.4,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,526088629548919,526088629548919,True,True,
abstract__abstract-04__dn100__slot01__seed398410139056662.flac,abstract,Abstract,abstract-04,Fragile entropic structure,4,398410139056662,1,1.0,Fragile entropic structure,Fragile entropic structure,8.0,8.0,60,60,1.0,1.0,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,398410139056662,398410139056662,True,True,
abstract__abstract-04__dn070__slot01__seed398410139056662.flac,abstract,Abstract,abstract-04,Fragile entropic structure,4,398410139056662,1,0.7,Fragile entropic structure,Fragile entropic structure,8.0,8.0,60,60,0.7,0.7,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,398410139056662,398410139056662,True,True,
abstract__abstract-04__dn055__slot01__seed398410139056662.flac,abstract,Abstract,abstract-04,Fragile entropic structure,4,398410139056662,1,0.55,Fragile entropic structure,Fragile entropic structure,8.0,8.0,60,60,0.55,0.55,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,398410139056662,398410139056662,True,True,
abstract__abstract-04__dn040__slot01__seed398410139056662.flac,abstract,Abstract,abstract-04,Fragile entropic structure,4,398410139056662,1,0.4,Fragile entropic structure,Fragile entropic structure,8.0,8.0,60,60,0.4,0.4,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,398410139056662,398410139056662,True,True,
abstract__abstract-04__dn100__slot02__seed581603229148997.flac,abstract,Abstract,abstract-04,Fragile entropic structure,4,581603229148997,2,1.0,Fragile entropic structure,Fragile entropic structure,8.0,8.0,60,60,1.0,1.0,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,581603229148997,581603229148997,True,True,
abstract__abstract-04__dn070__slot02__seed581603229148997.flac,abstract,Abstract,abstract-04,Fragile entropic structure,4,581603229148997,2,0.7,Fragile entropic structure,Fragile entropic structure,8.0,8.0,60,60,0.7,0.7,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,581603229148997,581603229148997,True,True,
abstract__abstract-04__dn055__slot02__seed581603229148997.flac,abstract,Abstract,abstract-04,Fragile entropic structure,4,581603229148997,2,0.55,Fragile entropic structure,Fragile entropic structure,8.0,8.0,60,60,0.55,0.55,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,581603229148997,581603229148997,True,True,
abstract__abstract-04__dn040__slot02__seed581603229148997.flac,abstract,Abstract,abstract-04,Fragile entropic structure,4,581603229148997,2,0.4,Fragile entropic structure,Fragile entropic structure,8.0,8.0,60,60,0.4,0.4,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,581603229148997,581603229148997,True,True,
abstract__abstract-04__dn100__slot03__seed327312407480077.flac,abstract,Abstract,abstract-04,Fragile entropic structure,4,327312407480077,3,1.0,Fragile entropic structure,Fragile entropic structure,8.0,8.0,60,60,1.0,1.0,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,327312407480077,327312407480077,True,True,
abstract__abstract-04__dn070__slot03__seed327312407480077.flac,abstract,Abstract,abstract-04,Fragile entropic structure,4,327312407480077,3,0.7,Fragile entropic structure,Fragile entropic structure,8.0,8.0,60,60,0.7,0.7,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,327312407480077,327312407480077,True,True,
abstract__abstract-04__dn055__slot03__seed327312407480077.flac,abstract,Abstract,abstract-04,Fragile entropic structure,4,327312407480077,3,0.55,Fragile entropic structure,Fragile entropic structure,8.0,8.0,60,60,0.55,0.55,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,327312407480077,327312407480077,True,True,
abstract__abstract-04__dn040__slot03__seed327312407480077.flac,abstract,Abstract,abstract-04,Fragile entropic structure,4,327312407480077,3,0.4,Fragile entropic structure,Fragile entropic structure,8.0,8.0,60,60,0.4,0.4,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,327312407480077,327312407480077,True,True,
abstract__abstract-04__dn100__slot04__seed476864878317074.flac,abstract,Abstract,abstract-04,Fragile entropic structure,4,476864878317074,4,1.0,Fragile entropic structure,Fragile entropic structure,8.0,8.0,60,60,1.0,1.0,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,476864878317074,476864878317074,True,True,
abstract__abstract-04__dn070__slot04__seed476864878317074.flac,abstract,Abstract,abstract-04,Fragile entropic structure,4,476864878317074,4,0.7,Fragile entropic structure,Fragile entropic structure,8.0,8.0,60,60,0.7,0.7,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,476864878317074,476864878317074,True,True,
abstract__abstract-04__dn055__slot04__seed476864878317074.flac,abstract,Abstract,abstract-04,Fragile entropic structure,4,476864878317074,4,0.55,Fragile entropic structure,Fragile entropic structure,8.0,8.0,60,60,0.55,0.55,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,476864878317074,476864878317074,True,True,
abstract__abstract-04__dn040__slot04__seed476864878317074.flac,abstract,Abstract,abstract-04,Fragile entropic structure,4,476864878317074,4,0.4,Fragile entropic structure,Fragile entropic structure,8.0,8.0,60,60,0.4,0.4,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,476864878317074,476864878317074,True,True,
abstract__abstract-04__dn100__slot05__seed916589050477114.flac,abstract,Abstract,abstract-04,Fragile entropic structure,4,916589050477114,5,1.0,Fragile entropic structure,Fragile entropic structure,8.0,8.0,60,60,1.0,1.0,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,916589050477114,916589050477114,True,True,
abstract__abstract-04__dn070__slot05__seed916589050477114.flac,abstract,Abstract,abstract-04,Fragile entropic structure,4,916589050477114,5,0.7,Fragile entropic structure,Fragile entropic structure,8.0,8.0,60,60,0.7,0.7,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,916589050477114,916589050477114,True,True,
abstract__abstract-04__dn055__slot05__seed916589050477114.flac,abstract,Abstract,abstract-04,Fragile entropic structure,4,916589050477114,5,0.55,Fragile entropic structure,Fragile entropic structure,8.0,8.0,60,60,0.55,0.55,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,916589050477114,916589050477114,True,True,
abstract__abstract-04__dn040__slot05__seed916589050477114.flac,abstract,Abstract,abstract-04,Fragile entropic structure,4,916589050477114,5,0.4,Fragile entropic structure,Fragile entropic structure,8.0,8.0,60,60,0.4,0.4,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,916589050477114,916589050477114,True,True,
abstract__abstract-04__dn100__slot06__seed576220339838781.flac,abstract,Abstract,abstract-04,Fragile entropic structure,4,576220339838781,6,1.0,Fragile entropic structure,Fragile entropic structure,8.0,8.0,60,60,1.0,1.0,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,576220339838781,576220339838781,True,True,
abstract__abstract-04__dn070__slot06__seed576220339838781.flac,abstract,Abstract,abstract-04,Fragile entropic structure,4,576220339838781,6,0.7,Fragile entropic structure,Fragile entropic structure,8.0,8.0,60,60,0.7,0.7,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,576220339838781,576220339838781,True,True,
abstract__abstract-04__dn055__slot06__seed576220339838781.flac,abstract,Abstract,abstract-04,Fragile entropic structure,4,576220339838781,6,0.55,Fragile entropic structure,Fragile entropic structure,8.0,8.0,60,60,0.55,0.55,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,576220339838781,576220339838781,True,True,
abstract__abstract-04__dn040__slot06__seed576220339838781.flac,abstract,Abstract,abstract-04,Fragile entropic structure,4,576220339838781,6,0.4,Fragile entropic structure,Fragile entropic structure,8.0,8.0,60,60,0.4,0.4,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,576220339838781,576220339838781,True,True,
abstract__abstract-05__dn100__slot01__seed845291948846361.flac,abstract,Abstract,abstract-05,Entangled bilateral transfer functions,5,845291948846361,1,1.0,Entangled bilateral transfer functions,Entangled bilateral transfer functions,8.0,8.0,60,60,1.0,1.0,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,845291948846361,845291948846361,True,True,
abstract__abstract-05__dn070__slot01__seed845291948846361.flac,abstract,Abstract,abstract-05,Entangled bilateral transfer functions,5,845291948846361,1,0.7,Entangled bilateral transfer functions,Entangled bilateral transfer functions,8.0,8.0,60,60,0.7,0.7,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,845291948846361,845291948846361,True,True,
abstract__abstract-05__dn055__slot01__seed845291948846361.flac,abstract,Abstract,abstract-05,Entangled bilateral transfer functions,5,845291948846361,1,0.55,Entangled bilateral transfer functions,Entangled bilateral transfer functions,8.0,8.0,60,60,0.55,0.55,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,845291948846361,845291948846361,True,True,
abstract__abstract-05__dn040__slot01__seed845291948846361.flac,abstract,Abstract,abstract-05,Entangled bilateral transfer functions,5,845291948846361,1,0.4,Entangled bilateral transfer functions,Entangled bilateral transfer functions,8.0,8.0,60,60,0.4,0.4,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,845291948846361,845291948846361,True,True,
abstract__abstract-05__dn100__slot02__seed710378140300593.flac,abstract,Abstract,abstract-05,Entangled bilateral transfer functions,5,710378140300593,2,1.0,Entangled bilateral transfer functions,Entangled bilateral transfer functions,8.0,8.0,60,60,1.0,1.0,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,710378140300593,710378140300593,True,True,
abstract__abstract-05__dn070__slot02__seed710378140300593.flac,abstract,Abstract,abstract-05,Entangled bilateral transfer functions,5,710378140300593,2,0.7,Entangled bilateral transfer functions,Entangled bilateral transfer functions,8.0,8.0,60,60,0.7,0.7,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,710378140300593,710378140300593,True,True,
abstract__abstract-05__dn055__slot02__seed710378140300593.flac,abstract,Abstract,abstract-05,Entangled bilateral transfer functions,5,710378140300593,2,0.55,Entangled bilateral transfer functions,Entangled bilateral transfer functions,8.0,8.0,60,60,0.55,0.55,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,710378140300593,710378140300593,True,True,
abstract__abstract-05__dn040__slot02__seed710378140300593.flac,abstract,Abstract,abstract-05,Entangled bilateral transfer functions,5,710378140300593,2,0.4,Entangled bilateral transfer functions,Entangled bilateral transfer functions,8.0,8.0,60,60,0.4,0.4,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,710378140300593,710378140300593,True,True,
abstract__abstract-05__dn100__slot03__seed554159517989115.flac,abstract,Abstract,abstract-05,Entangled bilateral transfer functions,5,554159517989115,3,1.0,Entangled bilateral transfer functions,Entangled bilateral transfer functions,8.0,8.0,60,60,1.0,1.0,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,554159517989115,554159517989115,True,True,
abstract__abstract-05__dn070__slot03__seed554159517989115.flac,abstract,Abstract,abstract-05,Entangled bilateral transfer functions,5,554159517989115,3,0.7,Entangled bilateral transfer functions,Entangled bilateral transfer functions,8.0,8.0,60,60,0.7,0.7,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,554159517989115,554159517989115,True,True,
abstract__abstract-05__dn055__slot03__seed554159517989115.flac,abstract,Abstract,abstract-05,Entangled bilateral transfer functions,5,554159517989115,3,0.55,Entangled bilateral transfer functions,Entangled bilateral transfer functions,8.0,8.0,60,60,0.55,0.55,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,554159517989115,554159517989115,True,True,
abstract__abstract-05__dn040__slot03__seed554159517989115.flac,abstract,Abstract,abstract-05,Entangled bilateral transfer functions,5,554159517989115,3,0.4,Entangled bilateral transfer functions,Entangled bilateral transfer functions,8.0,8.0,60,60,0.4,0.4,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,554159517989115,554159517989115,True,True,
abstract__abstract-05__dn100__slot04__seed499548161013021.flac,abstract,Abstract,abstract-05,Entangled bilateral transfer functions,5,499548161013021,4,1.0,Entangled bilateral transfer functions,Entangled bilateral transfer functions,8.0,8.0,60,60,1.0,1.0,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,499548161013021,499548161013021,True,True,
abstract__abstract-05__dn070__slot04__seed499548161013021.flac,abstract,Abstract,abstract-05,Entangled bilateral transfer functions,5,499548161013021,4,0.7,Entangled bilateral transfer functions,Entangled bilateral transfer functions,8.0,8.0,60,60,0.7,0.7,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,499548161013021,499548161013021,True,True,
abstract__abstract-05__dn055__slot04__seed499548161013021.flac,abstract,Abstract,abstract-05,Entangled bilateral transfer functions,5,499548161013021,4,0.55,Entangled bilateral transfer functions,Entangled bilateral transfer functions,8.0,8.0,60,60,0.55,0.55,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,499548161013021,499548161013021,True,True,
abstract__abstract-05__dn040__slot04__seed499548161013021.flac,abstract,Abstract,abstract-05,Entangled bilateral transfer functions,5,499548161013021,4,0.4,Entangled bilateral transfer functions,Entangled bilateral transfer functions,8.0,8.0,60,60,0.4,0.4,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,499548161013021,499548161013021,True,True,
abstract__abstract-05__dn100__slot05__seed799177406954422.flac,abstract,Abstract,abstract-05,Entangled bilateral transfer functions,5,799177406954422,5,1.0,Entangled bilateral transfer functions,Entangled bilateral transfer functions,8.0,8.0,60,60,1.0,1.0,dpmpp_3m_sde_gpu,dpmpp_3m_sde_gpu,karras,karras,799177406954422,799177406954422,True,True,
